# This is an integration map on mu of xi_doppler.
# The following parameters were used for this computation: 
# 	 h_0 = 0.7 	 	 EVERYTHING IS MEASURED WITHOUT h_0!
# 	 z_min = 0.05 	 z_max = 0.2 	 z_eff = 0.15046
# 	 s_min = 148.192 	s_max = 571.702 	 s_eff = 435.375
# 	 Ω_b = 0.0489 	 Ω_cdm = 0.25102 	 Ω_M0 = 0.29992
# The comoving distances s are measured in Mpc/h_0.
# computational time needed (in s) : 0.6667
# kwards passed: 
# 		atol = 0.001
# 		rtol = 0.01
# 		tol = 0.1
# 		enhancer = 1

s 	 xi 	 xi_error
0.1 	 0.0014749476380640344 	 0.00019504603073896578
0.10974987654930562 	 0.0021463066736025936 	 3.094585381934259e-5
0.12045035402587821 	 0.002270347668353062 	 3.2732629662156777e-5
0.1321941148466029 	 0.002433437240493185 	 3.5082187849371557e-5
0.14508287784959398 	 0.002619512839598029 	 3.776278481916126e-5
0.1592282793341092 	 0.0028098125809477206 	 4.05037440350327e-5
0.17475284000076838 	 0.0029835973691929715 	 4.300588249422834e-5
0.19179102616724888 	 0.003120135264652314 	 4.497012555909315e-5
0.21049041445120203 	 0.003202215590563327 	 4.614819951269562e-5
0.23101297000831597 	 0.003220985954712486 	 4.641239429526312e-5
0.2535364493970112 	 0.0031809660276822067 	 4.582786844196116e-5
0.2782559402207124 	 0.0031027887863266726 	 4.4692170257526215e-5
0.30538555088334157 	 0.0030202205330187716 	 4.3492239708426295e-5
0.3351602650938842 	 0.002968810746917845 	 4.2740693224530175e-5
0.3678379771828633 	 0.0029679558702631545 	 4.271713934034249e-5
0.40370172585965547 	 0.0030061698808166266 	 4.325576256151119e-5
0.44306214575838804 	 0.0030451806788299738 	 4.380442179388903e-5
0.4862601580065353 	 0.0030500367856491255 	 4.3858836851362864e-5
0.533669923120631 	 0.0030239168257339072 	 4.346455737335407e-5
0.5857020818056666 	 0.003003755665854471 	 4.315387685852566e-5
0.6428073117284321 	 0.0030088650437893566 	 4.320498630394241e-5
0.7054802310718643 	 0.0030152214503402935 	 4.3271304114836286e-5
0.7742636826811271 	 0.003005788917990966 	 4.3107065023991094e-5
0.8497534359086443 	 0.002998177684858476 	 4.296593924740105e-5
0.9326033468832199 	 0.0029950833129066805 	 4.288637347586895e-5
1.0235310218990261 	 0.002988228173766755 	 4.274856955236101e-5
1.1233240329780274 	 0.0029812545311686846 	 4.260468753831785e-5
1.2328467394420661 	 0.002973179567503546 	 4.2440262610182224e-5
1.353047774579807 	 0.0029646228914202806 	 4.2263808479015355e-5
1.484968262254465 	 0.0029546848589922375 	 4.206188475576163e-5
1.6297508346206442 	 0.002943781475166299 	 4.18400664903046e-5
1.788649529057435 	 0.002931598359674218 	 4.159338290738758e-5
1.9630406500402708 	 0.0029181471941732533 	 4.132153896755329e-5
2.154434690031884 	 0.0029031939313027082 	 4.102070183713193e-5
2.3644894126454075 	 0.0028866698322522833 	 4.068943599805754e-5
2.595024211399736 	 0.0028684406248109385 	 4.0325364645520285e-5
2.8480358684358014 	 0.002848363661295862 	 3.992602033393638e-5
3.1257158496882362 	 0.002826297858328107 	 3.9488988184743085e-5
3.4304692863149184 	 0.0028021036572024502 	 3.901192268818479e-5
3.7649358067924683 	 0.002775636322237597 	 3.849246105551993e-5
4.132012400115337 	 0.00274675143838971 	 3.7928319127862164e-5
4.534878508128582 	 0.002715305036942683 	 3.731730781857297e-5
4.977023564332112 	 0.0026811588226984162 	 3.6657425294843015e-5
5.462277217684341 	 0.0026441789669843655 	 3.594685720671904e-5
5.99484250318941 	 0.002604241122615725 	 3.5184066653976345e-5
6.579332246575681 	 0.0025612319657911564 	 3.436783431146669e-5
7.220809018385464 	 0.002515053062376888 	 3.349733139267671e-5
7.924828983539173 	 0.0024656236923784667 	 3.257217652895359e-5
8.697490026177835 	 0.0024128842497277525 	 3.159249909653319e-5
9.54548456661834 	 0.0023567996157678704 	 3.055899954948699e-5
10.476157527896646 	 0.0022973625862542078 	 2.9473006990513983e-5
11.497569953977356 	 0.0022345971920580405 	 2.833653085489293e-5
12.618568830660204 	 0.0021685618633662616 	 2.715230502302931e-5
13.848863713938732 	 0.002099352078039923 	 2.5923818418683697e-5
15.199110829529339 	 0.0020271026224876884 	 2.4655333021930508e-5
16.68100537200059 	 0.0019519893118422654 	 2.335188642020006e-5
18.30738280295368 	 0.0018742300109625722 	 2.2019276254816407e-5
20.09233002565047 	 0.00179408491221875 	 2.0664025604707906e-5
22.051307399030456 	 0.0017118558438534368 	 1.9293326261534153e-5
24.20128264794382 	 0.0016278844657628515 	 1.7914958622473236e-5
26.560877829466868 	 0.0015425495436510008 	 1.6537192364278214e-5
29.150530628251772 	 0.0014562633228839342 	 1.5168671845526994e-5
31.992671377973828 	 0.001369466876482128 	 1.381828224353808e-5
35.11191734215131 	 0.001282623942338362 	 1.2494981057030799e-5
38.53528593710529 	 0.0011962141730650932 	 1.1207633956372915e-5
42.29242874389499 	 0.0011107258634603994 	 9.964851106002409e-6
46.4158883361278 	 0.0010265623462278124 	 8.92864150315361e-6
50.94138014816378 	 0.0009442662922181754 	 8.013465657336115e-6
55.90810182512222 	 0.0008643451381885745 	 7.1536439497692445e-6
61.35907273413173 	 0.000787240802091662 	 6.354084960134279e-6
67.34150657750821 	 0.0007133652887978926 	 5.619063550046412e-6
73.90722033525779 	 0.0006431016369706441 	 4.952470790568005e-6
81.11308307896873 	 0.0005768192311819767 	 4.358560590409584e-6
89.02150854450383 	 0.0005148776715863146 	 3.772736555400849e-6
