###############
#    GaPSE    #
############### 
#
# This is the sum of all the GR effects TPCFs without window F:
# LD (16), GNC (25), GNCxLD (20), LDxGNC (20)
#
# The Cosmology considered had the following paremeters:
# 
# - Matter Power Spectrum input file: "../test/datatest/file_pk.txt"
# - Background data input file: "../test/datatest/WideA_ZA_background.dat"
# - F window function input file: "../data/F_REFERENCE_pi2.txt"
# - Integrated F window function input file: "../data/IntF_pi2_z115.txt"
#
# - Basic CosmoParams considered: 
#	 z_min = 1.0 	 z_max = 1.5
#	 θ_max = 1.5707963267948966 [rad] 	 h_0 = 0.7
#	 Ω_b = 0.0489 	 Ω_cdm = 0.25102 	 Ω_M0 = 0.29992
#	 b = 1.0 	 f_evo = 0.0 	 s_b = 0.0
#
# - CosmoParams about the Input Power Spectrum: 
#	 fit_left_min = 1.0e-6 	 fit_right_min = 10.0 	 
#	 fit_left_max = 3.0e-6 	 fit_right_max = 20.0 	 
#
# - CosmoParams about the Input Power Spectrum Tools: 
#	 k_max = 10.0 	 fit_max = 0.5 	 N = 1024 	 
#	 con = true 	 k_min = 1.0e-8 	 fit_min = 0.05 	 
#
# - CosmoParams about the Integrated Window Function F: 
#	 ss_step = 50 	 N = 1000 	 rtol = 0.05 	 
#	 llim = 0.0 	 atol = 0.0 	 rlim = Inf 	 
#	 ss_stop = 0.0 	 trap = true 	 ss_start = 0.0 	 
#
# - Computed quantities: 
# 	 effective redshift z_eff = 1.2613556177172356 
# 	 comoving s_min = 2312.577431755554 Mpc/h_0
# 	 comoving s_max = 3054.4830200675647 Mpc/h_0
# 	 comoving s_eff = 2725.87720083235 Mpc/h_0
# 	 Volume of the survey V_survey = 3.378305693005294e10 Mpc^3/h_0^3
# 	 σ_0 = 15.593462966741178
# 	 σ_1 = 15.074895881392285
# 	 σ_2 = 100.85852368830226
# 	 σ_3 = 3735.1226181519773
# 	 (where σ_i = \int_{k_{min}}^{k_{max}}\frac{dq}{2 π^2} q^{2-i} P(q))
# 
# s [Mpc/h_0] 	 xi_ALLSUMMED_noF
386.5488518130427 	 -1.3169492633043065e-5
393.36117924451753 	 -3.327665124231946e-6
400.2935634419512 	 -2.8836525764257585e-6
407.3481202207082 	 -6.423328631984953e-6
414.5270026841376 	 -1.5954396922089133e-5
421.8324018807136 	 -2.0460384076070965e-6
429.266547472761 	 -2.0386498387853507e-6
436.8317084169661 	 -4.260665334002493e-6
444.53019365687624 	 -7.2963765675584865e-6
452.36435282761 	 -5.9890915918213785e-6
460.3365769729802 	 -1.860711200951569e-6
468.4492992752599 	 -1.3668910844069761e-5
476.7049957978088 	 -1.7890482400707753e-6
485.10618624078336 	 -1.128500696196025e-5
493.65543471017156 	 -9.291184345896054e-6
502.3553505003736 	 -1.6545072455029575e-6
511.2085888905816 	 -7.049994895937413e-7
520.2178519551875 	 -8.133320890593828e-6
529.3858893884775 	 -6.400196596086431e-6
538.7154993438611 	 -6.895215649097689e-7
548.2095292878844 	 -5.944606916667421e-6
557.8708768693028 	 -2.6653980341312547e-6
567.7024908034608 	 -8.725487712983703e-6
577.707371772264 	 -1.4134655421382763e-5
587.8885733400108 	 -4.216931376518995e-7
598.2492028853594 	 -3.0761862599317075e-6
608.7924225497273 	 -1.2809190770351717e-5
619.5214502023969 	 -4.1794714339554413e-7
630.4395604226339 	 -5.694677286749348e-6
641.5500854991163 	 -4.416943955125519e-6
652.8564164469689 	 -5.076769242502167e-6
664.3620040427313 	 -4.44336372086257e-6
676.0703598775564 	 -8.877475133808149e-7
687.985057428976 	 -2.609133655324168e-5
700.1097331515554 	 -1.8919578496569322e-6
712.4480875867604 	 -5.18608000579827e-6
725.0038864923972 	 -2.9321984931115945e-6
737.7809619919432 	 -9.954620341654369e-6
750.7832137441454 	 -1.9035563563130413e-6
764.014610133221 	 -2.472974483003235e-6
777.479189480039 	 -1.995876983823957e-5
791.1810612746491 	 -2.7072888664614876e-6
805.1244074305225 	 -2.2470004709559373e-6
819.3134835609102 	 -7.599013066704414e-6
833.7526202776816 	 -3.8753009940999135e-6
848.4462245130624 	 -3.6279419536740447e-6
863.3987808646654 	 -3.960813996405185e-6
878.6148529642173 	 -1.3393384991880442e-5
894.0990848704206 	 -8.743788956946602e-7
909.8562024863477 	 -1.4754336824554204e-5
925.8910150018253 	 -8.412879009341411e-6
942.2084163612376 	 -3.7022737430778883e-6
958.8133867571879 	 -6.427436107906479e-6
975.7109941504982 	 -9.45677305177042e-6
992.9063958169821 	 -1.167315858061756e-5
1010.4048399214864 	 -4.376051793103426e-6
1028.2116671196736 	 -8.568954471319083e-6
1046.3323121880223 	 -1.320057019005178e-5
1064.77230568257 	 -5.369029320229846e-6
1083.5372756268719 	 -5.400629065408468e-6
1102.6329492297234 	 -1.2694755741513448e-5
1122.0651546331405 	 -9.439789749346869e-6
1141.8398226911547 	 -3.958711668816485e-6
1161.9629887799572 	 -4.918186164263155e-6
1182.4407946399335 	 -2.991107657964885e-5
1203.2794902501767 	 -3.5993652195058107e-6
1224.4854357360205 	 -3.0101067611021298e-6
1246.0651033101992 	 -1.9652025164199708e-5
1268.0250792482202 	 -1.1903626424855482e-5
1290.3720658985355 	 -1.0764638968470454e-5
1313.1128837281576 	 -7.041631504503943e-6
1336.254473404309 	 -9.914225252668277e-7
1359.8038979127691 	 -2.1659294067122233e-5
1383.768344713554 	 -4.719561590548793e-6
1408.1551279345736 	 -8.561595147610903e-6
1432.9716906039691 	 -1.966264634307138e-5
1458.2256069217708 	 -1.1157342035701928e-5
1483.9245845716043 	 -1.843020874251486e-5
1510.0764670731387 	 -7.813027529695565e-6
1536.6892361759749 	 -6.395203666287918e-6
1563.7710142957494 	 -1.6975459889476452e-5
1591.3300669931418 	 -5.159910162070544e-6
1619.3748054966 	 -1.5718552679952352e-5
1647.9137892694969 	 -7.832080748844728e-6
1676.9557286225488 	 -9.62540781948498e-6
1706.5094873722715 	 -1.788561941699727e-5
1736.5840855462714 	 -8.64593872744153e-6
1767.1887021362386 	 -2.3803508777045612e-5
1798.3326778994324 	 -3.973221043306781e-6
1830.025518209555 	 -5.478792088867223e-6
1862.2768959578668 	 -7.27832750652821e-6
1895.0966545054139 	 -5.7424832586254005e-6
1928.494810687309 	 -3.679727374288326e-5
