###############
#    GaPSE    #
############### 
#
# This is an integration map of the function \mathcal{F}(s, \mu), defined as:
# \mathcal{F}(s, \mu) = \int_0^\infty dp p^2 \phi(p) \phi(\sqrt{p^2 + s^2 + 2 p s \mu}) F(s/p, \mu)
# where F(x, \mu) is stored in a WindowF struct (for its analytical definition, check the code.
#
#
# Time needed for this computation [in s]: 827.7739899158478
# Range of interest:
# 	 s_min = 2312.577431755554 h_0^{-1} Mpc
# 	 s_max = 3054.4830200675647 h_0^{-1} Mpc
# The keyword arguments were:
# 	 alg = :trap 	 llim = nothing 	 rlim = nothing
# 	 rtol = 0.01 	 atol = 0.0 	 N = 1000 	 pr = true
#
# s [h_0^{-1} Mpc] 	 mu 	 IF
0.0	 -0.9808163265306122 	 2.120312772597476e11
0.0	 -0.9804081632653061 	 2.113539984377379e11
0.0	 -0.98 	 2.1404803606630762e11
0.0	 -0.9605940594059406 	 2.1166918194791058e11
0.0	 -0.9411881188118811 	 2.114804864139933e11
0.0	 -0.9217821782178218 	 2.124090393087964e11
0.0	 -0.9023762376237624 	 2.1164050533652438e11
0.0	 -0.882970297029703 	 2.1142279360618893e11
0.0	 -0.8635643564356436 	 2.114255220183838e11
0.0	 -0.8441584158415841 	 2.121290397337212e11
0.0	 -0.8247524752475247 	 2.1161115824726852e11
0.0	 -0.8053465346534654 	 2.1155495732424588e11
0.0	 -0.785940594059406 	 2.1145315376507333e11
0.0	 -0.7665346534653465 	 2.1141811509886496e11
0.0	 -0.7471287128712871 	 2.1157878896667377e11
0.0	 -0.7277227722772277 	 2.1176674254108646e11
0.0	 -0.7083168316831683 	 2.116973725709425e11
0.0	 -0.6889108910891089 	 2.125437942632743e11
0.0	 -0.6695049504950495 	 2.11802792111527e11
0.0	 -0.6500990099009901 	 2.116130942908983e11
0.0	 -0.6306930693069307 	 2.1147411467653696e11
0.0	 -0.6112871287128713 	 2.1151837340465405e11
0.0	 -0.5918811881188119 	 2.1165144410067264e11
0.0	 -0.5724752475247524 	 2.1173890471423843e11
0.0	 -0.5530693069306931 	 2.1170789148840518e11
0.0	 -0.5336633663366337 	 2.1188013396932132e11
0.0	 -0.5142574257425743 	 2.11843228430918e11
0.0	 -0.49485148514851485 	 2.1162048308099908e11
0.0	 -0.4754455445544554 	 2.116028929069984e11
0.0	 -0.45603960396039606 	 2.1155777383888507e11
0.0	 -0.43663366336633663 	 2.1175426653357578e11
0.0	 -0.4172277227722772 	 2.1153617684083868e11
0.0	 -0.39782178217821784 	 2.1150238214020132e11
0.0	 -0.3784158415841584 	 2.12126779362394e11
0.0	 -0.359009900990099 	 2.1169654357514032e11
0.0	 -0.33960396039603963 	 2.117781217327908e11
0.0	 -0.3201980198019802 	 2.1158684143986993e11
0.0	 -0.3007920792079208 	 2.1164706684811234e11
0.0	 -0.28138613861386136 	 2.1167904478321375e11
0.0	 -0.261980198019802 	 2.1181091374299088e11
0.0	 -0.24257425742574257 	 2.1167264940425467e11
0.0	 -0.22316831683168317 	 2.1167223916451968e11
0.0	 -0.20376237623762375 	 2.1168838759053745e11
0.0	 -0.18435643564356435 	 2.1171695062128494e11
0.0	 -0.16495049504950496 	 2.1174065654229495e11
0.0	 -0.14554455445544554 	 2.1164191424677426e11
0.0	 -0.12613861386138614 	 2.116975717946663e11
0.0	 -0.10673267326732673 	 2.1173007755288843e11
0.0	 -0.08732673267326732 	 2.1159265059150754e11
0.0	 -0.06792079207920793 	 2.1167423088338904e11
0.0	 -0.048514851485148516 	 2.120666170697012e11
0.0	 -0.02910891089108911 	 2.1164498561392596e11
0.0	 -0.009702970297029703 	 2.1204598792536908e11
0.0	 0.009702970297029703 	 2.120459879257279e11
0.0	 0.02910891089108911 	 2.1164498561395425e11
0.0	 0.048514851485148516 	 2.1206661706933865e11
0.0	 0.06792079207920793 	 2.1167423088337875e11
0.0	 0.08732673267326732 	 2.115926505915225e11
0.0	 0.10673267326732673 	 2.1173007755284088e11
0.0	 0.12613861386138614 	 2.1169757179467273e11
0.0	 0.14554455445544554 	 2.116419142467699e11
0.0	 0.16495049504950496 	 2.1174065654230157e11
0.0	 0.18435643564356435 	 2.1171695062123148e11
0.0	 0.20376237623762375 	 2.116883875905657e11
0.0	 0.22316831683168317 	 2.1167223916451495e11
0.0	 0.24257425742574257 	 2.1167264940428427e11
0.0	 0.261980198019802 	 2.1181091374301266e11
0.0	 0.28138613861386136 	 2.1167904478320462e11
0.0	 0.3007920792079208 	 2.116470668480825e11
0.0	 0.3201980198019802 	 2.1158684143984882e11
0.0	 0.33960396039603963 	 2.1177812173268405e11
0.0	 0.359009900990099 	 2.116965435751527e11
0.0	 0.3784158415841584 	 2.1212677936081775e11
0.0	 0.39782178217821784 	 2.115023821401936e11
0.0	 0.4172277227722772 	 2.115361768408278e11
0.0	 0.43663366336633663 	 2.1175426653358734e11
0.0	 0.45603960396039606 	 2.115577738388772e11
0.0	 0.4754455445544554 	 2.1160289290695636e11
0.0	 0.49485148514851485 	 2.1162048308100577e11
0.0	 0.5142574257425743 	 2.118432284315091e11
0.0	 0.5336633663366337 	 2.1188013396923663e11
0.0	 0.5530693069306931 	 2.1170789148844025e11
0.0	 0.5724752475247524 	 2.1173890471422992e11
0.0	 0.5918811881188119 	 2.1165144410067596e11
0.0	 0.6112871287128713 	 2.1151837340463834e11
0.0	 0.6306930693069307 	 2.114741146765338e11
0.0	 0.6500990099009901 	 2.11613094290877e11
0.0	 0.6695049504950495 	 2.1180279211147818e11
0.0	 0.6889108910891089 	 2.125437942598855e11
0.0	 0.7083168316831683 	 2.1169737257095523e11
0.0	 0.7277227722772277 	 2.117667425409909e11
0.0	 0.7471287128712871 	 2.115787889666604e11
0.0	 0.7665346534653465 	 2.114181150988508e11
0.0	 0.785940594059406 	 2.114531537650613e11
0.0	 0.8053465346534654 	 2.1155495732433206e11
0.0	 0.8247524752475247 	 2.1161115824731296e11
0.0	 0.8441584158415841 	 2.121290397336724e11
0.0	 0.8635643564356436 	 2.1142552201838525e11
0.0	 0.882970297029703 	 2.114227936061823e11
0.0	 0.9023762376237624 	 2.1164050533651764e11
0.0	 0.9217821782178218 	 2.1240903930849854e11
0.0	 0.9411881188118811 	 2.1148048641400433e11
0.0	 0.9605940594059406 	 2.1166918194797153e11
0.0	 0.98 	 2.1404803606189978e11
0.0	 0.9804081632653061 	 2.1135399843773178e11
0.0	 0.9808163265306122 	 2.120312772594351e11
0.0	 0.9812244897959184 	 2.1124923368019656e11
0.0	 0.9816326530612245 	 2.1200537915140936e11
0.0	 0.9820408163265306 	 2.112081118996491e11
0.0	 0.9824489795918367 	 2.1127728720681873e11
0.0	 0.9828571428571429 	 2.1124660739887122e11
0.0	 0.983265306122449 	 2.1151731900034338e11
0.0	 0.9836734693877551 	 2.1178517192436667e11
0.0	 0.9840816326530613 	 2.1196972330693762e11
0.0	 0.9844897959183674 	 2.112894842410188e11
0.0	 0.9848979591836735 	 2.113574956630386e11
0.0	 0.9853061224489796 	 2.1182338037377612e11
0.0	 0.9857142857142858 	 2.114932672720523e11
0.0	 0.9861224489795918 	 2.1136888683961945e11
0.0	 0.9865306122448979 	 2.1158566769734262e11
0.0	 0.986938775510204 	 2.139506028792644e11
0.0	 0.9873469387755102 	 2.1218470449377658e11
0.0	 0.9877551020408163 	 2.110485209274292e11
0.0	 0.9881632653061224 	 2.1508399928039612e11
0.0	 0.9885714285714285 	 2.1160363795128378e11
0.0	 0.9889795918367347 	 2.1153660121108658e11
0.0	 0.9893877551020408 	 2.1161867916544012e11
0.0	 0.9897959183673469 	 2.1103669541717853e11
0.0	 0.990204081632653 	 2.1195584614148712e11
0.0	 0.9906122448979592 	 2.1201261270260446e11
0.0	 0.9910204081632653 	 2.1138063068371545e11
0.0	 0.9914285714285714 	 2.1140234230200296e11
0.0	 0.9918367346938776 	 2.1217269738905084e11
0.0	 0.9922448979591837 	 2.1300946437934195e11
0.0	 0.9926530612244898 	 2.1135092730561877e11
0.0	 0.993061224489796 	 2.109904721732564e11
0.0	 0.9934693877551021 	 2.1102025266007083e11
0.0	 0.9938775510204082 	 2.12708822868722e11
0.0	 0.9942857142857143 	 2.1999481745629095e11
0.0	 0.9946938775510205 	 2.1150215972813928e11
0.0	 0.9951020408163266 	 2.1110902275756744e11
0.0	 0.9955102040816326 	 2.119063855079601e11
0.0	 0.9959183673469387 	 2.1589900418274615e11
0.0	 0.9963265306122449 	 2.1149277650807162e11
0.0	 0.996734693877551 	 2.1104815425006555e11
0.0	 0.9971428571428571 	 2.107885402786154e11
0.0	 0.9975510204081632 	 2.1087539038413568e11
0.0	 0.9979591836734694 	 2.1239718676523285e11
0.0	 0.9983673469387755 	 2.1130486651142355e11
0.0	 0.9987755102040816 	 2.1116232556306857e11
0.0	 0.9991836734693877 	 2.1075976534045215e11
0.0	 0.9995918367346939 	 2.1168704249257993e11
0.0	 1.0 	 0.0
32.23323790021048	 -1.0 	 0.0
32.23323790021048	 -0.9995918367346939 	 2.0540501083939258e11
32.23323790021048	 -0.9991836734693877 	 2.0448998075883832e11
32.23323790021048	 -0.9987755102040816 	 2.0488178704945267e11
32.23323790021048	 -0.9983673469387755 	 2.050267600624364e11
32.23323790021048	 -0.9979591836734694 	 2.0608381302815283e11
32.23323790021048	 -0.9975510204081632 	 2.0460820161359097e11
32.23323790021048	 -0.9971428571428571 	 2.0452763604212872e11
32.23323790021048	 -0.996734693877551 	 2.047582576770024e11
32.23323790021048	 -0.9963265306122449 	 2.051922177249567e11
32.23323790021048	 -0.9959183673469387 	 2.0944893210582587e11
32.23323790021048	 -0.9955102040816326 	 2.055822208686104e11
32.23323790021048	 -0.9951020408163266 	 2.0478846440476968e11
32.23323790021048	 -0.9946938775510205 	 2.0525202312218594e11
32.23323790021048	 -0.9942857142857143 	 2.1341917145129507e11
32.23323790021048	 -0.9938775510204082 	 2.0634855050254965e11
32.23323790021048	 -0.9934693877551021 	 2.0468809331886685e11
32.23323790021048	 -0.993061224489796 	 2.0466408834331726e11
32.23323790021048	 -0.9926530612244898 	 2.0501459337914288e11
32.23323790021048	 -0.9922448979591837 	 2.0662325833225784e11
32.23323790021048	 -0.9918367346938776 	 2.058108699629191e11
32.23323790021048	 -0.9914285714285714 	 2.05062628688835e11
32.23323790021048	 -0.9910204081632653 	 2.050403980665788e11
32.23323790021048	 -0.9906122448979592 	 2.0565206307332535e11
32.23323790021048	 -0.990204081632653 	 2.0559529989350998e11
32.23323790021048	 -0.9897959183673469 	 2.0470145963216327e11
32.23323790021048	 -0.9893877551020408 	 2.0526264983458627e11
32.23323790021048	 -0.9889795918367347 	 2.051752092856243e11
32.23323790021048	 -0.9885714285714285 	 2.0526046976708823e11
32.23323790021048	 -0.9881632653061224 	 2.086360305042846e11
32.23323790021048	 -0.9877551020408163 	 2.0470707485715765e11
32.23323790021048	 -0.9873469387755102 	 2.0562715487970346e11
32.23323790021048	 -0.986938775510204 	 2.0751326168552222e11
32.23323790021048	 -0.9865306122448979 	 2.0520700219696414e11
32.23323790021048	 -0.9861224489795918 	 2.0500786902038818e11
32.23323790021048	 -0.9857142857142858 	 2.051212956549698e11
32.23323790021048	 -0.9853061224489796 	 2.054419768534944e11
32.23323790021048	 -0.9848979591836735 	 2.0498174064088705e11
32.23323790021048	 -0.9844897959183674 	 2.049226917102014e11
32.23323790021048	 -0.9840816326530613 	 2.0557582562330618e11
32.23323790021048	 -0.9836734693877551 	 2.0539688591417123e11
32.23323790021048	 -0.983265306122449 	 2.0512729620735373e11
32.23323790021048	 -0.9828571428571429 	 2.0487290606048813e11
32.23323790021048	 -0.9824489795918367 	 2.0489310656660312e11
32.23323790021048	 -0.9820408163265306 	 2.0482749077307025e11
32.23323790021048	 -0.9816326530612245 	 2.0560621696087903e11
32.23323790021048	 -0.9812244897959184 	 2.0486504290946982e11
32.23323790021048	 -0.9808163265306122 	 2.0562353558549518e11
32.23323790021048	 -0.9804081632653061 	 2.0497107648336664e11
32.23323790021048	 -0.98 	 2.0757677349096512e11
32.23323790021048	 -0.9605940594059406 	 2.0521329806708502e11
32.23323790021048	 -0.9411881188118811 	 2.0498459117690826e11
32.23323790021048	 -0.9217821782178218 	 2.0576708186895203e11
32.23323790021048	 -0.9023762376237624 	 2.0505521976841275e11
32.23323790021048	 -0.882970297029703 	 2.0483573598245062e11
32.23323790021048	 -0.8635643564356436 	 2.0479887181623636e11
32.23323790021048	 -0.8441584158415841 	 2.0545977658191208e11
32.23323790021048	 -0.8247524752475247 	 2.061473110742692e11
32.23323790021048	 -0.8053465346534654 	 2.0606136953190997e11
32.23323790021048	 -0.785940594059406 	 2.0595901629840265e11
32.23323790021048	 -0.7665346534653465 	 2.0589156069958698e11
32.23323790021048	 -0.7471287128712871 	 2.0603110589667792e11
32.23323790021048	 -0.7277227722772277 	 2.061673074904204e11
32.23323790021048	 -0.7083168316831683 	 2.0612033015269092e11
32.23323790021048	 -0.6889108910891089 	 2.0690874229402393e11
32.23323790021048	 -0.6695049504950495 	 2.061763996736465e11
32.23323790021048	 -0.6500990099009901 	 2.0599800125026517e11
32.23323790021048	 -0.6306930693069307 	 2.058563377757826e11
32.23323790021048	 -0.6112871287128713 	 2.0587765457431192e11
32.23323790021048	 -0.5918811881188119 	 2.073975655416493e11
32.23323790021048	 -0.5724752475247524 	 2.0748118239654486e11
32.23323790021048	 -0.5530693069306931 	 2.0744414607378748e11
32.23323790021048	 -0.5336633663366337 	 2.0759939280914944e11
32.23323790021048	 -0.5142574257425743 	 2.0753136202685187e11
32.23323790021048	 -0.49485148514851485 	 2.0732402678455634e11
32.23323790021048	 -0.4754455445544554 	 2.073027571291052e11
32.23323790021048	 -0.45603960396039606 	 2.0725142364031702e11
32.23323790021048	 -0.43663366336633663 	 2.0743523388275635e11
32.23323790021048	 -0.4172277227722772 	 2.080549820752954e11
32.23323790021048	 -0.39782178217821784 	 2.0798040313064786e11
32.23323790021048	 -0.3784158415841584 	 2.086268035580363e11
32.23323790021048	 -0.359009900990099 	 2.082081943128294e11
32.23323790021048	 -0.33960396039603963 	 2.0856028449542233e11
32.23323790021048	 -0.3201980198019802 	 2.0837435154964722e11
32.23323790021048	 -0.3007920792079208 	 2.0873982489038245e11
32.23323790021048	 -0.28138613861386136 	 2.087649725251377e11
32.23323790021048	 -0.261980198019802 	 2.0888947505880652e11
32.23323790021048	 -0.24257425742574257 	 2.0873549824437534e11
32.23323790021048	 -0.22316831683168317 	 2.09600356661867e11
32.23323790021048	 -0.20376237623762375 	 2.0960964318639484e11
32.23323790021048	 -0.18435643564356435 	 2.0962648137301447e11
32.23323790021048	 -0.16495049504950496 	 2.096593628350836e11
32.23323790021048	 -0.14554455445544554 	 2.0955386311373026e11
32.23323790021048	 -0.12613861386138614 	 2.0956941100654462e11
32.23323790021048	 -0.10673267326732673 	 2.096381177876886e11
32.23323790021048	 -0.08732673267326732 	 2.094901788930624e11
32.23323790021048	 -0.06792079207920793 	 2.1097267415469574e11
32.23323790021048	 -0.048514851485148516 	 2.1136696554475677e11
32.23323790021048	 -0.02910891089108911 	 2.1093997709683185e11
32.23323790021048	 -0.009702970297029703 	 2.1134001908610114e11
32.23323790021048	 0.009702970297029703 	 2.11343676578216e11
32.23323790021048	 0.02910891089108911 	 2.1094002779861572e11
32.23323790021048	 0.048514851485148516 	 2.113688856034582e11
32.23323790021048	 0.06792079207920793 	 2.109734443486313e11
32.23323790021048	 0.08732673267326732 	 2.1091473270931094e11
32.23323790021048	 0.10673267326732673 	 2.1103304934880682e11
32.23323790021048	 0.12613861386138614 	 2.11009639895307e11
32.23323790021048	 0.14554455445544554 	 2.1094848976739197e11
32.23323790021048	 0.16495049504950496 	 2.0863756715565326e11
32.23323790021048	 0.18435643564356435 	 2.0860170064843607e11
32.23323790021048	 0.20376237623762375 	 2.0858825092208624e11
32.23323790021048	 0.22316831683168317 	 2.0858056875196088e11
32.23323790021048	 0.24257425742574257 	 2.0851224493928012e11
32.23323790021048	 0.261980198019802 	 2.087083597525044e11
32.23323790021048	 0.28138613861386136 	 2.0858769200835638e11
32.23323790021048	 0.3007920792079208 	 2.0856403696903107e11
32.23323790021048	 0.3201980198019802 	 2.0850753008291302e11
32.23323790021048	 0.33960396039603963 	 2.086752945528807e11
32.23323790021048	 0.359009900990099 	 2.0629574836771362e11
32.23323790021048	 0.3784158415841584 	 2.06709520579376e11
32.23323790021048	 0.39782178217821784 	 2.0611748662108917e11
32.23323790021048	 0.4172277227722772 	 2.061439900194372e11
32.23323790021048	 0.43663366336633663 	 2.0637259031096338e11
32.23323790021048	 0.45603960396039606 	 2.0619150782044037e11
32.23323790021048	 0.4754455445544554 	 2.062449094601794e11
32.23323790021048	 0.49485148514851485 	 2.0626785623568182e11
32.23323790021048	 0.5142574257425743 	 2.063872186503187e11
32.23323790021048	 0.5336633663366337 	 2.0653523386236676e11
32.23323790021048	 0.5530693069306931 	 2.0420190413352634e11
32.23323790021048	 0.5724752475247524 	 2.042398958406571e11
32.23323790021048	 0.5918811881188119 	 2.0415775381674506e11
32.23323790021048	 0.6112871287128713 	 2.040615137768839e11
32.23323790021048	 0.6306930693069307 	 2.0403054008289523e11
32.23323790021048	 0.6500990099009901 	 2.0417186865572626e11
32.23323790021048	 0.6695049504950495 	 2.0434568525376184e11
32.23323790021048	 0.6889108910891089 	 2.0507584004545898e11
32.23323790021048	 0.7083168316831683 	 2.0430041443076297e11
32.23323790021048	 0.7277227722772277 	 2.042702807672111e11
32.23323790021048	 0.7471287128712871 	 2.0227788530914398e11
32.23323790021048	 0.7665346534653465 	 2.021457834327383e11
32.23323790021048	 0.785940594059406 	 2.022049333192012e11
32.23323790021048	 0.8053465346534654 	 2.0230601451821616e11
32.23323790021048	 0.8247524752475247 	 2.0239676108308658e11
32.23323790021048	 0.8441584158415841 	 2.0289976821524493e11
32.23323790021048	 0.8635643564356436 	 2.022504776797634e11
32.23323790021048	 0.882970297029703 	 2.0229141548699625e11
32.23323790021048	 0.9023762376237624 	 2.0090015465955505e11
32.23323790021048	 0.9217821782178218 	 2.016878098829858e11
32.23323790021048	 0.9411881188118811 	 2.0083319662171875e11
32.23323790021048	 0.9605940594059406 	 2.0105404890262183e11
32.23323790021048	 0.98 	 2.0336810477137527e11
32.23323790021048	 0.9804081632653061 	 2.008160244589346e11
32.23323790021048	 0.9808163265306122 	 2.0145527664010318e11
32.23323790021048	 0.9812244897959184 	 2.007117304024007e11
32.23323790021048	 0.9816326530612245 	 2.0143865689477628e11
32.23323790021048	 0.9820408163265306 	 2.006757602669553e11
32.23323790021048	 0.9824489795918367 	 2.0073867917680792e11
32.23323790021048	 0.9828571428571429 	 2.007206694109987e11
32.23323790021048	 0.983265306122449 	 2.009698249346146e11
32.23323790021048	 0.9836734693877551 	 2.012345534301832e11
32.23323790021048	 0.9840816326530613 	 2.0140977296989923e11
32.23323790021048	 0.9844897959183674 	 2.0077058925551404e11
32.23323790021048	 0.9848979591836735 	 2.0082861898572742e11
32.23323790021048	 0.9853061224489796 	 2.012802488425974e11
32.23323790021048	 0.9857142857142858 	 2.0096624659680414e11
32.23323790021048	 0.9861224489795918 	 2.0085642750634937e11
32.23323790021048	 0.9865306122448979 	 2.0105232380241882e11
32.23323790021048	 0.986938775510204 	 2.033151311411092e11
32.23323790021048	 0.9873469387755102 	 2.0163996817342468e11
32.23323790021048	 0.9877551020408163 	 2.005697268125875e11
32.23323790021048	 0.9881632653061224 	 2.04404583710702e11
32.23323790021048	 0.9885714285714285 	 2.0109755482447958e11
32.23323790021048	 0.9889795918367347 	 2.0101293964501965e11
32.23323790021048	 0.9893877551020408 	 2.0109937412507758e11
32.23323790021048	 0.9897959183673469 	 2.0054976814850308e11
32.23323790021048	 0.990204081632653 	 2.0142559190500122e11
32.23323790021048	 0.9906122448979592 	 2.0148129648329428e11
32.23323790021048	 0.9910204081632653 	 2.0088212474505768e11
32.23323790021048	 0.9914285714285714 	 2.009039851711843e11
32.23323790021048	 0.9918367346938776 	 2.0163712588001865e11
32.23323790021048	 0.9922448979591837 	 2.0243310956939792e11
32.23323790021048	 0.9926530612244898 	 2.008571460598156e11
32.23323790021048	 0.993061224489796 	 2.0051376794852655e11
32.23323790021048	 0.9934693877551021 	 2.005369313571874e11
32.23323790021048	 0.9938775510204082 	 2.0216473266960822e11
32.23323790021048	 0.9942857142857143 	 2.0909211465449054e11
32.23323790021048	 0.9946938775510205 	 2.010916833698729e11
32.23323790021048	 0.9951020408163266 	 2.0063668546809174e11
32.23323790021048	 0.9955102040816326 	 2.014153038650205e11
32.23323790021048	 0.9959183673469387 	 2.052041760154041e11
32.23323790021048	 0.9963265306122449 	 2.010356331175856e11
32.23323790021048	 0.996734693877551 	 2.0061807973047797e11
32.23323790021048	 0.9971428571428571 	 2.0037884244412933e11
32.23323790021048	 0.9975510204081632 	 2.0045773103335385e11
32.23323790021048	 0.9979591836734694 	 2.0190339867715686e11
32.23323790021048	 0.9983673469387755 	 2.0086782033257758e11
32.23323790021048	 0.9987755102040816 	 2.0072571118174634e11
32.23323790021048	 0.9991836734693877 	 2.0034183871300317e11
32.23323790021048	 0.9995918367346939 	 2.012384840340083e11
32.23323790021048	 1.0 	 0.0
64.46647580042097	 -1.0 	 0.0
64.46647580042097	 -0.9995918367346939 	 1.977567682934459e11
64.46647580042097	 -0.9991836734693877 	 1.9686040004579694e11
64.46647580042097	 -0.9987755102040816 	 1.9723153597143018e11
64.46647580042097	 -0.9983673469387755 	 1.9737585286139102e11
64.46647580042097	 -0.9979591836734694 	 1.9839054535843585e11
64.46647580042097	 -0.9975510204081632 	 1.969690962586404e11
64.46647580042097	 -0.9971428571428571 	 1.968921921759761e11
64.46647580042097	 -0.996734693877551 	 1.9709897701282614e11
64.46647580042097	 -0.9963265306122449 	 1.9751629107790286e11
64.46647580042097	 -0.9959183673469387 	 2.0160391059182333e11
64.46647580042097	 -0.9955102040816326 	 1.9788299367520172e11
64.46647580042097	 -0.9951020408163266 	 1.971071344766442e11
64.46647580042097	 -0.9946938775510205 	 1.975852883681608e11
64.46647580042097	 -0.9942857142857143 	 2.0541889964191385e11
64.46647580042097	 -0.9938775510204082 	 1.9861231962714203e11
64.46647580042097	 -0.9934693877551021 	 1.969938824591002e11
64.46647580042097	 -0.993061224489796 	 1.9697420603079474e11
64.46647580042097	 -0.9926530612244898 	 1.9731166448813525e11
64.46647580042097	 -0.9922448979591837 	 1.9885933068686966e11
64.46647580042097	 -0.9918367346938776 	 1.980761288864383e11
64.46647580042097	 -0.9914285714285714 	 1.9735441929155865e11
64.46647580042097	 -0.9910204081632653 	 1.9733134003445078e11
64.46647580042097	 -0.9906122448979592 	 1.9791820219514188e11
64.46647580042097	 -0.990204081632653 	 1.9786132432086536e11
64.46647580042097	 -0.9897959183673469 	 1.9699815349533817e11
64.46647580042097	 -0.9893877551020408 	 1.975344156997605e11
64.46647580042097	 -0.9889795918367347 	 1.97442092568835e11
64.46647580042097	 -0.9885714285714285 	 1.9754216420786667e11
64.46647580042097	 -0.9881632653061224 	 2.0078631976741064e11
64.46647580042097	 -0.9877551020408163 	 1.9699412786088855e11
64.46647580042097	 -0.9873469387755102 	 1.9774339347988513e11
64.46647580042097	 -0.986938775510204 	 1.9969107953904663e11
64.46647580042097	 -0.9865306122448979 	 1.974601309378706e11
64.46647580042097	 -0.9861224489795918 	 1.972791524461621e11
64.46647580042097	 -0.9857142857142858 	 1.9738119579589062e11
64.46647580042097	 -0.9853061224489796 	 1.9769241812016492e11
64.46647580042097	 -0.9848979591836735 	 1.972416153779765e11
64.46647580042097	 -0.9844897959183674 	 1.971912527927058e11
64.46647580042097	 -0.9840816326530613 	 1.9781306447638947e11
64.46647580042097	 -0.9836734693877551 	 1.9764267831156302e11
64.46647580042097	 -0.983265306122449 	 1.9737384508253845e11
64.46647580042097	 -0.9828571428571429 	 1.9713642693203522e11
64.46647580042097	 -0.9824489795918367 	 1.971453998983094e11
64.46647580042097	 -0.9820408163265306 	 1.9708617913799597e11
64.46647580042097	 -0.9816326530612245 	 1.978405230985382e11
64.46647580042097	 -0.9812244897959184 	 1.9711689848493152e11
64.46647580042097	 -0.9808163265306122 	 1.9784656711578186e11
64.46647580042097	 -0.9804081632653061 	 1.9716628232649237e11
64.46647580042097	 -0.98 	 1.9972240206939728e11
64.46647580042097	 -0.9605940594059406 	 1.9739127554387888e11
64.46647580042097	 -0.9411881188118811 	 1.9831345147419073e11
64.46647580042097	 -0.9217821782178218 	 1.989629217838599e11
64.46647580042097	 -0.9023762376237624 	 1.9829816663836017e11
