# Integrands of the sigma_i: q^(2-i) * P(q) / (2 pi^2)
# Input Power Spectrum: WideA_ZA_pk.dat
# q 	 integrand_i=0 	 integrand_i=1 	 integrand_i=2 	 integrand_i=3 	 integrand_i=4
0.00917077450674293 	 0.09104410238186689 	 9.927635044883672 	 1082.529620326424 	 118041.24281220525 	 1.287145842757489e7
0.0097718082729839 	 0.10618523099231872 	 10.86648735074846 	 1112.0242075144904 	 113799.22491816606 	 1.1645666977808658e7
0.010412232560483054 	 0.12355217727955337 	 11.866060094399334 	 1139.626878815011 	 109450.77073481542 	 1.0511748570638694e7
0.011094628943275224 	 0.14339590956758208 	 12.92480445274364 	 1164.960497446626 	 105002.2045264292 	 9.464237611125704e6
0.011821748186466717 	 0.16597488222480747 	 14.039791713277394 	 1187.623986894751 	 100460.94436813646 	 8.497977015205076e6
0.012596521334671401 	 0.19154862926962743 	 15.206470435801808 	 1207.196021170276 	 95835.66677631221 	 7.60810578016714e6
0.013422071527160127 	 0.22036905508157564 	 16.418408636524514 	 1223.2395426668063 	 91136.41960494172 	 6.790041270494152e6
0.01430172658735088 	 0.2526693999342307 	 17.667055679676007 	 1235.3092874325805 	 86374.83592541519 	 6.039469108702522e6
0.015239032437388288 	 0.2886506620710368 	 18.94153472387428 	 1242.961769501984 	 81564.3496139842 	 5.352331255222589e6
0.016237767391887217 	 0.3284655308521918 	 20.228490957217502 	 1245.767996856769 	 76720.39922675483 	 4.724812061606833e6
0.017301957388458945 	 0.3722006137987612 	 21.51205239050195 	 1243.330561249174 	 71860.68797502195 	 4.1533270693959594e6
0.01843589221641489 	 0.41985768109254556 	 22.773927953360133 	 1235.3038131283258 	 67005.37183811695 	 3.634506594612054e6
0.019644142809066276 	 0.47133604361070874 	 23.993719053659856 	 1221.4184801479928 	 62177.23481343645 	 3.16517933196556e6
