###############
#    GaPSE    #
############### 
#
# The Cosmology considered had the following paremeters:
# 
# - Matter Power Spectrum input file: "../test/datatest/file_pk.txt"
# - Background data input file: "../data/WideA_ZA_background.dat"
# - F window function input file: "../data/F_REFERENCE_pi2.txt"
# - Integrated F window function input file: "../data/IntegrF_REFERENCE_pi2_z115.txt"
#
# - Basic CosmoParams considered: 
#	 z_min = 1.0 	 z_max = 1.5
#	 θ_max = 1.5707963267948966 [rad] 	 h_0 = 0.7
#	 Ω_b = 0.0489 	 Ω_cdm = 0.25102 	 Ω_M0 = 0.29992
#	 b = 1.5 	 f_evo = 0.0 	 s_b = 0.0
#
# - CosmoParams about the Input Power Spectrum: 
#	 fit_left_min = 1.0e-6 	 fit_right_min = 10.0 	 
#	 fit_left_max = 3.0e-6 	 fit_right_max = 20.0 	 
#
# - CosmoParams about the Input Power Spectrum Tools: 
#	 k_max = 10.0 	 fit_max = 0.5 	 N = 1024 	 
#	 con = true 	 k_min = 1.0e-8 	 fit_min = 0.05 	 
#
# - Computed quantities: 
# 	 effective redshift z_eff = 1.2613556177172358 
# 	 comoving s_min = 2312.5774317555542 Mpc/h_0
# 	 comoving s_max = 3054.483020067565 Mpc/h_0
# 	 comoving s_eff = 2725.877200832351 Mpc/h_0
# 	 Volume of the survey V_survey = 3.3783056930052956e10 Mpc^3/h_0^3
# 	 σ_0 = 15.593462966741178
# 	 σ_1 = 15.074895881392285
# 	 σ_2 = 100.85852368830226
# 	 σ_3 = 3735.1226181519773
# 	 σ_4 = 3.415930015488999e6
# 	 (where σ_i = \int_{k_{min}}^{k_{max}}\frac{dq}{2 π^2} q^{2-i} P(q))
# 
#
#
#
# LIST = auto_newton + auto_lensing + lensing_newton + newton_lensing + doppler_newton + newton_doppler + doppler_lensing + lensing_doppler + newton_integratedgp + integratedgp_newton
# k 	 P_0^{ppg} 	 P_0^{GNCsum} 	 P_0^{S} 	 P_0^{GNCsum - LIST}
0.00045885107967538 	 14958.219026934237 	 16182.676492562796 	  331.8016867965253 	 718.5144701881161 
0.0004669376223785162 	 14960.964862378058 	 16184.488852198185 	  330.905001885696 	 715.3854273813125 
0.0004751666779268573 	 14963.79302285605 	 16186.354477115012 	  329.98293453774 	 712.1728979883122 
0.00048354075788953615 	 14966.70536641172 	 16188.274486281889 	  329.0349956442509 	 708.8756579648855 
0.0004920624180982184 	 14969.704128434369 	 16190.250366032427 	  328.0607029161666 	 705.492533493543 
0.0005007342594271633 	 14972.791056978587 	 16192.28312763812 	  327.0595817207445 	 702.0224174386047 
0.0005095589285870261 	 14975.968287364441 	 16194.3741461126 	  326.0311679032746 	 698.4642686425888 
0.0005185391189326578 	 14979.237898776395 	 16196.52475316006 	  324.975007555906 	 694.8171216526637 
0.0005276775712851343 	 14982.601737796916 	 16198.736045686072 	  323.8906604468589 	 691.0800960133543 
0.0005369770747682758 	 14986.062028423765 	 16201.009490970473 	  322.77770055877477 	 687.2524006014957 
0.0005464404676599109 	 14989.620736710496 	 16203.346314319175 	  321.63571839307315 	 683.3333427795258 
0.0005560706382581359 	 14993.279814981897 	 16205.747726066349 	  320.46432291166525 	 679.3223401339429 
0.000565870525762849 	 14997.04150516119 	 16208.215230013539 	  319.2631435136471 	 675.2189212943985 
0.0005758431211728129 	 15000.907636426318 	 16210.74994118737 	  318.03183161546326 	 671.0227438627197 
0.0005859914681985311 	 15004.880340471762 	 16213.35327322818 	  316.7700639749857 	 666.7335963613557 
0.0005963186641912126 	 15008.961682794868 	 16216.026600701141 	  315.47754324245557 	 662.3514099267379 
0.0006068278610881032 	 15013.153522828636 	 16218.771109088533 	  314.1540018759459 	 657.8762691998172 
0.0006175222663744842 	 15017.458011706178 	 16221.588289963918 	  312.79920331816663 	 653.3084185531022 
0.0006284051440626175 	 15021.877066935996 	 16224.47943634406 	  311.41294483376566 	 648.6482726643399 
0.0006394798156879472 	 15026.412581099306 	 16227.445839603724 	  309.9950599426744 	 643.8964289165629 
0.0006507496613228599 	 15031.06666127833 	 16230.489034427945 	  308.54542081797445 	 639.0536696984071 
0.0006622181206083031 	 15035.841059371614 	 16233.610248191171 	  307.06394032404825 	 634.1209799940308 
0.0006738886938035944 	 15040.73775862217 	 16236.81096655071 	  305.5505755246082 	 629.0995497149737 
0.0006857649428547217 	 15045.758668632445 	 16240.092655814567 	  304.00532859244834 	 623.9907847882182 
0.0006978504924814808 	 15050.90551601671 	 16243.456647924104 	  302.4282507440334 	 618.7963167416746 
0.0007101490312837625 	 15056.180253300161 	 16246.904549064226 	  300.81944348775505 	 613.5180074329784 
0.0007226643128673422 	 15061.584626406575 	 16250.437826335185 	  299.17906134783595 	 608.1579572888827 
0.0007354001569895114 	 15067.120355762238 	 16254.05798181101 	  297.507314050021 	 602.718514223342 
0.0007483604507248906 	 15072.78932815105 	 16257.766750394641 	  295.8044685087115 	 597.2022726106849 
0.000761549149651799 	 15078.593137862921 	 16261.565659327362 	  294.07085037409684 	 591.6120855230912 
0.000774970279059522 	 15084.533571769425 	 16265.456497820396 	  292.306846694721 	 585.9510616957931 
0.0007886279351768615 	 15090.612361429918 	 16269.441093281279 	  290.51290601480105 	 580.2225698731737 
0.000802526286422337 	 15096.831102065544 	 16273.521227803243 	  288.68954107161005 	 574.4302404168332 
0.0008166695746764145 	 15103.191594307571 	 16277.698980729574 	  286.83732872569897 	 568.5779613557226 
0.0008310621165761644 	 15109.695493077448 	 16281.976394574294 	  284.9569110732117 	 562.6698765649168 
0.0008457083048327263 	 15116.34447072097 	 16286.355633635292 	  283.04899576977596 	 556.7103830636509 
0.0008606126095720004 	 15123.140377163183 	 16290.83914893056 	  281.11435588411814 	 550.7041179955559 
0.0008757795796989649 	 15130.084877248926 	 16295.42933132707 	  279.153829111669 	 544.6559564869056 
0.00089121384428603 	 15137.179859513928 	 16300.128906865002 	  277.1683176712723 	 538.5709937801637 
0.0009069201139858729 	 15144.427242584292 	 16304.940761809887 	  275.15878555137954 	 532.4545331379827 
0.0009229031824691568 	 15151.828923694993 	 16309.867887870269 	  273.1262578793734 	 526.3120695627426 
0.0009391679278875985 	 15159.387073418802 	 16314.91367467588 	  271.0718173643439 	 520.1492670391385 
0.0009557193143628191 	 15167.103858885512 	 16320.081643827532 	  268.99660159366954 	 513.9719366391612 
0.0009725623935014248 	 15174.981599015675 	 16325.37559650512 	  266.9017992717148 	 507.7860123332067 
0.0009897023059368016 	 15183.022907396133 	 16330.799754298572 	  264.78864572930894 	 501.59751626246896 
0.0010071442828980682 	 15191.230415076236 	 16336.358489310442 	  262.65841762575906 	 495.41253322703164 
0.001024893647806694 	 15199.607124223161 	 16342.056658714268 	  260.5124280010268 	 489.23716955421764 
0.001042955817901239 	 15208.15626632698 	 16347.8994693184 	  258.3520186900039 	 483.07751709344313 
0.0010613363058907398 	 15216.881280514428 	 16353.892443274148 	  256.1785545761145 	 476.9396128283139 
0.0010800407216372313 	 15225.786075857353 	 16360.041666288527 	  253.9934149651121 	 470.8293925840545 
0.0010990747738679123 	 15234.874820328332 	 16366.353572399368 	  251.79798577082465 	 464.7526460774811 
0.0011184442719174993 	 15244.15209260701 	 16372.835074928887 	  249.59365071312112 	 458.71497047570466 
0.0011381551275012718 	 15253.623013989854 	 16379.493679644602 	  247.3817819362998 	 452.7217155977016 
0.0011582133565193745 	 15263.293041476183 	 16386.33726660793 	  245.16373011975293 	 446.7779395874524 
0.001178625080892919 	 15273.168275467786 	 16393.374362172595 	  242.94081516908312 	 440.88835218744777 
0.0011993965304324318 	 15283.255357939694 	 16400.61402143399 	  240.71431487904042 	 435.0572661450377 
0.0012205340447392467 	 15293.561469537604 	 16408.065793071975 	  238.4854558642738 	 429.2885479579203 
0.0012420440751403927 	 15304.094558121964 	 16415.739912360983 	  236.2554024020821 	 423.58556748399303 
0.0012639331866575885 	 15314.8631715017 	 16423.64710636825 	  234.02524687803432 	 417.95115401722853 
0.0012862080600109412 	 15325.876592826098 	 16431.798687473867 	  231.79600019586798 	 412.3875564943699 
0.0013088754936579424 	 15337.144948065117 	 16440.206619571818 	  229.56858269046802 	 406.8964024474315 
0.0013319424058684183 	 15348.679036927311 	 16448.883315545136 	  227.343815792682 	 401.47867393889914 
0.0013554158368360289 	 15360.49058041422 	 16457.84183064039 	  225.122415503497 	 396.1346793301071 
0.0013793029508269905 	 15372.592126223299 	 16467.095732097492 	  222.90498541212793 	 390.8640412275945 
0.0014036110383666687 	 15384.997031716963 	 16476.659035064982 	  220.69201338487633 	 385.6656922402252 
0.0014283475184646893 	 15397.719632931601 	 16486.546323783867 	  218.48386784141525 	 380.53787862068214 
0.0014535199408792897 	 15410.77507826579 	 16496.772548482997 	  216.28079724179986 	 375.4781791764476 
0.0014791359884215466 	 15424.179412489482 	 16507.353065286254 	  214.0829311714122 	 370.4835367512676 
0.001505203479300241 	 15437.949625238378 	 16518.303645740096 	  211.89028352964516 	 365.5502972093 
0.001531730369508024 	 15452.103471615183 	 16529.640272933302 	  209.70275803210896 	 360.67427242023615 
0.0015587247552496467 	 15466.659628927197 	 16541.3792627291 	  207.52015681540942 	 355.8508059724195 
0.0015861948754129901 	 15481.637566926895 	 16553.537122878603 	  205.34218989158504 	 351.0748601528664 
0.0016141491140836226 	 15497.057478794619 	 16566.13047318668 	  203.16848909963034 	 346.3411140103837 
0.0016425960031036984 	 15512.940363984995 	 16579.176126148475 	  200.99862232109484 	 341.64407079966213 
0.0016715442246759279 	 15529.307828942603 	 16592.69090618164 	  198.8321111115988 	 336.9781794628146 
0.0017010026140134565 	 15546.182100018012 	 16606.69168598565 	  196.6684496948953 	 332.33796438786334 
0.0017309801620364411 	 15563.586002024955 	 16621.1954031533 	  194.50712531965826 	 327.71815581492035 
0.0017614860181161352 	 15581.542756222761 	 16636.218920586707 	  192.34763966469643 	 323.11383299789253 
0.0017925294928673584 	 15600.076058406812 	 16651.77916657145 	  190.18953135876592 	 318.5205558999705 
0.0018241200609901552 	 15619.2099272975 	 16667.893075040327 	  188.03239691311023 	 313.9344997604938 
0.0018562673641615457 	 15638.96861164194 	 16684.577592124388 	  185.87591288973482 	 309.3525784626879 
0.0018889812139782467 	 15659.376634843607 	 16701.84983117974 	  183.7198545962363 	 304.7725516110482 
0.001922271594951228 	 15680.458614875872 	 16719.727022810643 	  181.56411382988273 	 300.19311651136803 
0.001956148667553077 	 15702.23927891052 	 16738.22666145057 	  179.4087131294651 	 295.61397630468184 
0.0019906227713190373 	 15724.74345900271 	 16757.36663791581 	  177.25381617070147 	 291.0358751965207 
0.0020257044280027154 	 15747.995958329426 	 16777.16525303147 	  175.0997338063047 	 286.46061118101056 
0.002061404344787407 	 15772.02166319173 	 16797.641458462447 	  172.94692567688588 	 281.8910028106942 
0.0020977334175539945 	 15796.84548094113 	 16818.814927027444 	  170.79599503898302 	 277.33082588580265 
0.002134702734206465 	 15822.49234036387 	 16840.706164031373 	  168.64767991888974 	 272.7847091907101 
0.0021723235780560096 	 15848.987319960388 	 16863.336721485637 	  166.50283671038775 	 268.25798965298446 
0.0022106074312647855 	 15876.355595560259 	 16886.72921091937 	  164.36241971005387 	 263.7565351260649 
0.002249565978350347 	 15904.622559665091 	 16910.907447252648 	  162.22745533045043 	 259.2865348172963 
0.002289211109751851 	 15933.813920662053 	 16935.89653145936 	  160.09901220006927 	 254.8542596651234 
0.0023295549254591166 	 15963.955693527843 	 16961.722790075084 	  157.97816847625953 	 250.46581491678884 
0.002370609738705614 	 15995.074381548082 	 16988.413845294675 	  155.86597815576127 	 246.1268754071638 
0.002412388079726576 	 16027.196997040535 	 17015.99848920107 	  153.76343620723003 	 241.84243371625038 
0.002454902699583302 	 16060.351109522106 	 17044.506536205765 	  151.671447523846 	 237.61656432703023 
0.002498166574054882 	 16094.564972496219 	 17073.96871165869 	  149.59079775623988 	 233.45221781228793 
0.0025421929075985132 	 16129.867461829843 	 17104.416328935175 	  147.5221310832697 	 229.351064768835 
0.002586995137379577 	 16166.288122974394 	 17135.88105119338 	  145.46593476571812 	 225.3133978705977 
0.0026325869373727837 	 16203.85715631117 	 17168.394585673115 	  143.42253224512447 	 221.33809946357457 
0.0026789822225355554 	 16242.605275198894 	 17201.98827389507 	  141.39208595907863 	 217.4226961481301 
0.0027261951530549795 	 16282.563683414777 	 17236.69282089518 	  139.37461053800217 	 213.56348464040886 
0.0027742401386696147 	 16323.763887357421 	 17272.53792356112 	  137.3699944011794 	 209.7557463611827 
0.002823131843067429 	 16366.237506385449 	 17309.551965711635 	  135.3780318219841 	 205.9940336889962 
0.0028728851883612887 	 16410.016138224568 	 17347.761854285487 	  133.39845990081272 	 202.27251566343844 
0.002923515359643283 	 16455.13106471575 	 17387.19280563901 	  131.43100118161422 	 198.58537046874014 
0.00297503780961933 	 16501.613068538143 	 17427.868346891195 	  129.47540694332486 	 194.92719576614851 
0.003027468263325472 	 16549.4922256379 	 17469.810398371086 	  127.53149807904234 	 191.29340543361764 
0.003080822722927247 	 16598.797640942765 	 17513.03940588574 	  125.5992002139684 	 187.68059489118428 
0.0031351174726037003 	 16649.55734131834 	 17557.574692941183 	  123.67856984873879 	 184.0868238827746 
0.00319036908351741 	 16701.798100217944 	 17603.434800362455 	  121.76980710309033 	 180.51180656417066 
0.0032465944188721425 	 16755.545332663536 	 17650.637898053246 	  119.87325619390757 	 176.95697431194435 
0.003303810639059634 	 16810.82310983646 	 17699.20227164094 	  117.98938924992751 	 173.425396747219 
0.003362035206897052 	 16867.654099364445 	 17749.14665252698 	  116.11877763279477 	 169.92156294362914 
0.003421285892956799 	 16926.059649497416 	 17800.4905508855 	  114.2620513260788 	 166.4510265876936 
0.003481580780990201 	 16986.05987379468 	 17853.254411341877 	  112.41985086422089 	 163.019935653559 
0.003542938273446828 	 17047.673688597944 	 17907.459530988683 	  110.5927774240649 	 159.63449649096248 
0.0036053770970910356 	 17110.91894810605 	 17963.127855306073 	  108.78134728031952 	 156.3004006158658 
0.0036689163087175224 	 17175.812461191195 	 18020.281477509874 	  106.98595532226281 	 153.02228991573216 
0.0037335753009676196 	 17242.36997820464 	 18078.94195906197 	  105.20685610302709 	 149.8033071612049 
0.00379937380824804 	 17310.606174863868 	 18139.129565137053 	  103.44416251757144 	 146.64478715819877 
0.0038663319127540006 	 17380.534457852387 	 18200.86233892239 	  101.69786703417581 	 143.54613783419308 
0.003934470050598428 	 17452.166789254883 	 18264.15529870063 	  99.96788208335161 	 140.50493027264127 
0.004003809018049226 	 17525.51342289909 	 18329.01975017625 	  98.25409555799507 	 137.51719685817844 
0.004074369977876463 	 17600.582553164204 	 18395.46281024769 	  96.55643439622098 	 134.57792538329787 
0.00414617446581138 	 17677.380038792737 	 18463.48733220082 	  94.87492675720674 	 131.68167684214916 
0.004219244397119287 	 17755.909072697494 	 18533.092134991733 	  93.20975100378959 	 128.82327397445718 
0.004293602073288237 	 17836.16991781864 	 18604.27259755457 	  91.56126486442857 	 125.99846063868235 
0.004369270188835623 	 17918.159774442567 	 18677.02158231569 	  89.9300037816692 	 123.20444351806101 
0.004446271838234722 	 18001.87264735589 	 18751.33042232551 	  88.31664898552276 	 120.44024383540294 
0.00452463052296327 	 18087.299385745784 	 18827.189957786133 	  86.72196541423214 	 117.70679759911815 
0.004604370158676328 	 18174.42777311597 	 18904.59132366383 	  85.14671778612947 	 115.00678257362587 
0.004685515082505484 	 18263.2426249335 	 18983.5263135293 	  83.59157786976343 	 112.34420583743866 
0.004768090060486738 	 18353.725962133794 	 19063.98727777999 	  82.05703852554366 	 109.72379058301993 
0.004852120295119302 	 18445.85708217292 	 19145.96640634387 	  80.5433491814866 	 107.1502765815186 
0.004937631433057552 	 18539.612561698745 	 19229.454518327242 	  79.0504889793945 	 104.62773014272122 
0.0050246495729386175 	 18634.966205495148 	 19314.439566279092 	  77.57818098930596 	 102.15897299268791 
0.005113201273347841 	 18731.888811151402 	 19400.904996139278 	  76.12595073895221 	 99.74522331087407 
