# This is an integration map on mu of the auto_doppler GR effect.
# The following parameters were used for this computation: 
# CLASS Power Spectrum input file : "data/WideA_ZA_pk.dat"
# F window function input file : "data/F_REFERENCE.txt"
# CLASS Background input file: "data/WideA_ZA_background.dat"
# 	 z_min = 0.05 	 z_max = 0.2
# 	 k_min = 1.0e-8 	 k_max = 10.0
# 	 h_0 = 0.7 	 Ω_b = 0.0489 	 Ω_cdm = 0.25102 	 Ω_M0 = 0.29992
# 	 comoving s_min = 148.1920001343431 Mpc/h_0
# 	 comoving s_max = 571.7022420911966 Mpc/h_0
# 	 comoving s_eff = 435.37470960794167 Mpc/h_0
# 	 comoving z_eff = 0.15045636097417317 
# 	 Volume of the survey V_survey = 3.845366169354268e8
# 	 σ_0 = 18.584280735797098
# 	 σ_1 = 15.75556280411702
# 	 σ_2 = 101.0636221421908
# 	 σ_3 = 18.584280735797098
# 
# computational time needed (in s) : 1.5958
# kwards passed: 
# 		μ_atol = 0.0001
# 		μ_rtol = 0.001
# 		use_windows = true

s 	 xi 	 xi_error
0.1 	 0.0049461467498314645 	 2.663613976143779e-6
0.10974987654930562 	 0.004424897427634346 	 2.3827713674663754e-6
0.12045035402587821 	 0.003963160895862574 	 2.133982340600369e-6
0.1321941148466029 	 0.0035676405581982636 	 1.920846370929212e-6
0.14508287784959398 	 0.003255713954270631 	 1.7527190771033929e-6
0.1592282793341092 	 0.002998471684808275 	 1.6140273102308812e-6
0.17475284000076838 	 0.002817045614422533 	 1.5161445432821665e-6
0.19179102616724888 	 0.002691765672610887 	 1.4484716449502456e-6
0.21049041445120203 	 0.002632383439174785 	 1.4162519236419939e-6
0.23101297000831597 	 0.0026262905811542422 	 1.4126872730413426e-6
0.2535364493970112 	 0.002669132287694071 	 1.4354233503780734e-6
0.2782559402207124 	 0.0027531328456043775 	 1.4802631970667335e-6
0.30538555088334157 	 0.002864674731707288 	 1.5398649305250274e-6
0.3351602650938842 	 0.0029880512225278636 	 1.6057630622909755e-6
0.3678379771828633 	 0.003105665044304089 	 1.668476308559093e-6
0.40370172585965547 	 0.0031995899682522554 	 1.7183491597253351e-6
0.44306214575838804 	 0.0032549999468991305 	 1.7473988933179498e-6
0.4862601580065353 	 0.0032638709602518883 	 1.7513074182053287e-6
0.533669923120631 	 0.0032298811766756762 	 1.7320568922073107e-6
0.5857020818056666 	 0.003170157070219898 	 1.6988657972427745e-6
0.6428073117284321 	 0.0031112227459403146 	 1.6660045029277626e-6
0.7054802310718643 	 0.0030787058641494427 	 1.6472527298341219e-6
0.7742636826811271 	 0.003082827667578078 	 1.6480930423256269e-6
0.8497534359086443 	 0.0031093016856471576 	 1.6608199767279074e-6
0.9326033468832199 	 0.003127771134085693 	 1.6690851423933281e-6
1.0235310218990261 	 0.003118355840650214 	 1.6621754324210088e-6
1.1233240329780274 	 0.0030925725082790708 	 1.6462552216938774e-6
1.2328467394420661 	 0.003077675292996203 	 1.6359438537369896e-6
1.353047774579807 	 0.0030772661413576772 	 1.6331563400630103e-6
1.484968262254465 	 0.0030705621874537164 	 1.626724434754692e-6
1.6297508346206442 	 0.0030544344122676076 	 1.6149666968173052e-6
1.788649529057435 	 0.0030415208968448083 	 1.604646736505174e-6
1.9630406500402708 	 0.0030282687770877585 	 1.59381934131045e-6
2.154434690031884 	 0.003012093765467589 	 1.5810676387535522e-6
2.3644894126454075 	 0.002994337829937091 	 1.567099889709425e-6
2.595024211399736 	 0.002975137195551622 	 1.5519766824349972e-6
2.8480358684358014 	 0.002953705097868513 	 1.5352508184059844e-6
3.1257158496882362 	 0.002930305069694513 	 1.517042813901412e-6
3.4304692863149184 	 0.002904625078209039 	 1.4972349159000942e-6
3.7649358067924683 	 0.002876510641371513 	 1.4773387343901732e-6
4.132012400115337 	 0.0028458592802835174 	 1.455753563389976e-6
4.534878508128582 	 0.002812515782986874 	 1.432397685621254e-6
4.977023564332112 	 0.0027763109859989853 	 1.4071861298526755e-6
5.462277217684341 	 0.002737124698731762 	 1.3800649764076525e-6
5.99484250318941 	 0.002694823551083495 	 1.3509795702085512e-6
6.579332246575681 	 0.0026492934564984368 	 1.3198917344759594e-6
7.220809018385464 	 0.0026004315981162747 	 1.2867766629946119e-6
7.924828983539173 	 0.00254816025340978 	 1.2516305390566912e-6
8.697490026177835 	 0.0024924206722711233 	 1.2144677807181097e-6
9.54548456661834 	 0.0024331823341919626 	 1.175326314244785e-6
10.476157527896646 	 0.002370443256956739 	 1.1342678248353196e-6
11.497569953977356 	 0.0023042362791672196 	 1.0913810445625814e-6
12.618568830660204 	 0.0022346303381491042 	 1.0467820916733218e-6
13.848863713938732 	 0.0021617334175378622 	 1.0006154448923326e-6
15.199110829529339 	 0.002085696162684428 	 9.530549262042314e-7
16.68100537200059 	 0.0020067119956924647 	 9.043025127576811e-7
18.30738280295368 	 0.0019250188400002826 	 8.545876422173819e-7
20.09233002565047 	 0.0018408995246495705 	 8.041654688030917e-7
22.051307399030456 	 0.0017546794987980177 	 7.533133838699655e-7
24.20128264794382 	 0.0016667266209970612 	 7.023283045330686e-7
26.560877829466868 	 0.001577446447548625 	 6.515215067277609e-7
29.150530628251772 	 0.0014872790451390767 	 6.012140507756953e-7
31.992671377973828 	 0.0013966940267569597 	 5.517312946658989e-7
35.11191734215131 	 0.001306182592446909 	 5.040197336791152e-7
38.53528593710529 	 0.001216251889051442 	 4.580521466793357e-7
42.29242874389499 	 0.0011274156828555424 	 4.138163337075014e-7
46.4158883361278 	 0.0010402325172152841 	 3.6914964462593503e-7
