# The input matter Power Spectrum as InputPS returns it,
# together with its two asymptotic power laws.
# Input file: WideA_ZA_pk.dat, tabulated on [2.056154633223e-7, 20.22821679002]
# q 	 P(q) 	 left_powerlaw 	 right_powerlaw
1.4324452743644534e-8 	 0.08886607542388446 	 0.08886607542388446 	 4.772586398730359e22
1.4523826108106429e-8 	 0.09005314427537053 	 0.09005314427537053 	 4.601496168341655e22
1.4725974429431821e-8 	 0.09125606993668472 	 0.09125606993668472 	 4.436539272059222e22
1.4930936330561224e-8 	 0.09247506422234618 	 0.09247506422234618 	 4.277495838840898e22
1.5138750972004407e-8 	 0.09371034177628232 	 0.09371034177628232 	 4.124153879699268e22
1.534945805932252e-8 	 0.09496212010962413 	 0.09496212010962413 	 3.9763090051415386e22
1.5563097850714314e-8 	 0.09623061963900602 	 0.09623061963900602 	 3.8337641527387995e22
1.5779711164707985e-8 	 0.09751606372537742 	 0.09751606372537742 	 3.696329324461509e22
1.5999339387960048e-8 	 0.09881867871333283 	 0.09881867871333283 	 3.5638213334311346e22
1.6222024483162763e-8 	 0.10013869397096711 	 0.10013869397096711 	 3.4360635597503657e22
1.644780899706165e-8 	 0.10147634193026342 	 0.10147634193026342 	 3.312885715086451e22
1.667673606858456e-8 	 0.10283185812802038 	 0.10283185812802038 	 3.1941236156938915e22
1.690884943708388e-8 	 0.10420548124732604 	 0.10420548124732604 	 3.0796189635739336e22
1.714419345069353e-8 	 0.10559745315958594 	 0.10559745315958594 	 2.969219135479159e22
1.7382813074802162e-8 	 0.10700801896711244 	 0.10700801896711244 	 2.8627769794819783e22
1.76247539006444e-8 	 0.10843742704628309 	 0.10843742704628309 	 2.760150618835821e22
1.7870062154011597e-8 	 0.10988592909127541 	 0.10988592909127541 	 2.661203262867624e22
1.8118784704083828e-8 	 0.11135378015838576 	 0.11135378015838576 	 2.5658030246495552e22
1.8370969072384854e-8 	 0.1128412387109407 	 0.1128412387109407 	 2.4738227452069223e22
1.862666344186168e-8 	 0.11434856666480755 	 0.11434856666480755 	 2.385139824027986e22
1.8885916666090508e-8 	 0.1158760294345136 	 0.1158760294345136 	 2.299636055649737e22
1.9148778278610822e-8 	 0.11742389597998078 	 0.11742389597998078 	 2.2171974721018406e22
1.9415298502389374e-8 	 0.11899243885388505 	 0.11899243885388505 	 2.137714190998733e22
1.9685528259415924e-8 	 0.12058193424964825 	 0.12058193424964825 	 2.0610802690773878e22
1.995951918043249e-8 	 0.12219266205007082 	 0.12219266205007082 	 1.9871935609855503e22
2.023732361479806e-8 	 0.12382490587661453 	 0.12382490587661453 	 1.9159555831321973e22
2.0518994640490585e-8 	 0.1254789531393433 	 0.1254789531393433 	 1.8472713824187607e22
2.0804586074248166e-8 	 0.1271550950875311 	 0.1271550950875311 	 1.7810494096761487e22
2.1094152481851436e-8 	 0.12885362686094606 	 0.12885362686094606 	 1.7172013976388547e22
